football  ,baseball  ,basketball,tennis    ,softball  ,canoeing  ,handball  ,rugby     ,hockey    ,ice hockey,swimming  ,track     ,boxing    ,volleyball,lacrosse  ,skiing    ,golf      ,polo      ,surfing   ,wrestling ,gymnastics
1,0.185185185185185,0.481481481481481,0.148148148148148,0.740740740740741,0.074074074074074,0.777777777777778,0.777777777777778,0.888888888888889,0.111111111111111,0.148148148148148,0.407407407407407,0.851851851851852,0.925925925925926,0.703703703703704,0.037037037037037,0,0.740740740740741,0.074074074074074,0.481481481481481,0.037037037037037
0.185185185185185,1,0.333333333333333,0.185185185185185,0.962962962962963,0,1,0.925925925925926,0.592592592592593,0.62962962962963,0,0.407407407407407,0.222222222222222,0.37037037037037,0.814814814814815,0,0.703703703703704,0.777777777777778,0.111111111111111,0.074074074074074,0
0.481481481481481,0.333333333333333,1,0.592592592592593,0.888888888888889,0.148148148148148,0.777777777777778,0.740740740740741,0.62962962962963,0.185185185185185,0.111111111111111,0.074074074074074,0.666666666666667,0.888888888888889,0.407407407407407,0.037037037037037,0.148148148148148,0.148148148148148,0.037037037037037,0.222222222222222,0.185185185185185
0.148148148148148,0.185185185185185,0.592592592592593,1,0.888888888888889,0.111111111111111,0.814814814814815,0.518518518518518,0.444444444444444,0.148148148148148,0.444444444444444,0.407407407407407,0.148148148148148,0.444444444444444,0.148148148148148,0.185185185185185,0.851851851851852,0.62962962962963,0.074074074074074,0.185185185185185,0.296296296296296
0.740740740740741,0.962962962962963,0.888888888888889,0.888888888888889,1,0,0.518518518518518,0.074074074074074,0.814814814814815,0.481481481481481,0.037037037037037,0.037037037037037,0.111111111111111,0.740740740740741,0.333333333333333,0.037037037037037,0.259259259259259,0.666666666666667,0.074074074074074,0.222222222222222,0.111111111111111
0.074074074074074,0,0.148148148148148,0.111111111111111,0,1,0.111111111111111,0.074074074074074,0.037037037037037,0.074074074074074,0.814814814814815,0.37037037037037,0.185185185185185,0.037037037037037,0.111111111111111,0.62962962962963,0.333333333333333,0.222222222222222,0.888888888888889,0.259259259259259,0.111111111111111
0.777777777777778,1,0.777777777777778,0.814814814814815,0.518518518518518,0.111111111111111,1,0.111111111111111,0.259259259259259,0.037037037037037,0.111111111111111,0.444444444444444,0.111111111111111,0.851851851851852,0.148148148148148,0,0.074074074074074,0.666666666666667,0,0.111111111111111,0.185185185185185
0.777777777777778,0.925925925925926,0.740740740740741,0.518518518518518,0.074074074074074,0.074074074074074,0.111111111111111,1,0.62962962962963,0.111111111111111,0.037037037037037,0.222222222222222,0.259259259259259,0.185185185185185,0.925925925925926,0.148148148148148,0.518518518518518,0.740740740740741,0,0.814814814814815,0.074074074074074
0.888888888888889,0.592592592592593,0.62962962962963,0.444444444444444,0.814814814814815,0.037037037037037,0.259259259259259,0.62962962962963,1,0.962962962962963,0,0,0.407407407407407,0.481481481481481,0.333333333333333,0.333333333333333,0.037037037037037,0.222222222222222,0.037037037037037,0.444444444444444,0.074074074074074
0.111111111111111,0.62962962962963,0.185185185185185,0.148148148148148,0.481481481481481,0.074074074074074,0.037037037037037,0.111111111111111,0.962962962962963,1,0.333333333333333,0.185185185185185,0.407407407407407,0.62962962962963,0.518518518518518,0.444444444444444,0,0.666666666666667,0.037037037037037,0.296296296296296,0.037037037037037
0.148148148148148,0,0.111111111111111,0.444444444444444,0.037037037037037,0.814814814814815,0.111111111111111,0.037037037037037,0,0.333333333333333,1,0.481481481481481,0.037037037037037,0.148148148148148,0.148148148148148,0.925925925925926,0.037037037037037,0.111111111111111,0.962962962962963,0.333333333333333,0.777777777777778
0.407407407407407,0.407407407407407,0.074074074074074,0.407407407407407,0.037037037037037,0.37037037037037,0.444444444444444,0.222222222222222,0,0.185185185185185,0.481481481481481,1,0.074074074074074,0.296296296296296,0.518518518518518,0.407407407407407,0.259259259259259,0.148148148148148,0.555555555555556,0.111111111111111,0.62962962962963
0.851851851851852,0.222222222222222,0.666666666666667,0.148148148148148,0.111111111111111,0.185185185185185,0.111111111111111,0.259259259259259,0.407407407407407,0.407407407407407,0.037037037037037,0.074074074074074,1,0.037037037037037,0.111111111111111,0.037037037037037,0.074074074074074,0,0.074074074074074,0.777777777777778,0.296296296296296
0.925925925925926,0.37037037037037,0.888888888888889,0.444444444444444,0.740740740740741,0.037037037037037,0.851851851851852,0.185185185185185,0.481481481481481,0.62962962962963,0.148148148148148,0.296296296296296,0.037037037037037,1,0.851851851851852,0.037037037037037,0.074074074074074,0.555555555555556,0.074074074074074,0.074074074074074,0.333333333333333
0.703703703703704,0.814814814814815,0.407407407407407,0.148148148148148,0.333333333333333,0.111111111111111,0.148148148148148,0.925925925925926,0.333333333333333,0.518518518518518,0.148148148148148,0.518518518518518,0.111111111111111,0.851851851851852,1,0.037037037037037,0.444444444444444,0.444444444444444,0.074074074074074,0.518518518518518,0.185185185185185
0.037037037037037,0,0.037037037037037,0.185185185185185,0.037037037037037,0.62962962962963,0,0.148148148148148,0.333333333333333,0.444444444444444,0.925925925925926,0.407407407407407,0.037037037037037,0.037037037037037,0.037037037037037,1,0.111111111111111,0.074074074074074,0.888888888888889,0.037037037037037,0.259259259259259
0,0.703703703703704,0.148148148148148,0.851851851851852,0.259259259259259,0.333333333333333,0.074074074074074,0.518518518518518,0.037037037037037,0,0.037037037037037,0.259259259259259,0.074074074074074,0.074074074074074,0.444444444444444,0.111111111111111,1,0.814814814814815,0.074074074074074,0.407407407407407,0.185185185185185
0.740740740740741,0.777777777777778,0.148148148148148,0.62962962962963,0.666666666666667,0.222222222222222,0.666666666666667,0.740740740740741,0.222222222222222,0.666666666666667,0.111111111111111,0.148148148148148,0,0.555555555555556,0.444444444444444,0.074074074074074,0.814814814814815,1,0.111111111111111,0.111111111111111,0.074074074074074
0.074074074074074,0.111111111111111,0.037037037037037,0.074074074074074,0.074074074074074,0.888888888888889,0,0,0.037037037037037,0.037037037037037,0.962962962962963,0.555555555555556,0.074074074074074,0.074074074074074,0.074074074074074,0.888888888888889,0.074074074074074,0.111111111111111,1,0.037037037037037,0.333333333333333
0.481481481481481,0.074074074074074,0.222222222222222,0.185185185185185,0.222222222222222,0.259259259259259,0.111111111111111,0.814814814814815,0.444444444444444,0.296296296296296,0.333333333333333,0.111111111111111,0.777777777777778,0.074074074074074,0.518518518518518,0.037037037037037,0.407407407407407,0.111111111111111,0.037037037037037,1,0.62962962962963
0.037037037037037,0,0.185185185185185,0.296296296296296,0.111111111111111,0.111111111111111,0.185185185185185,0.074074074074074,0.074074074074074,0.037037037037037,0.777777777777778,0.62962962962963,0.296296296296296,0.333333333333333,0.185185185185185,0.259259259259259,0.185185185185185,0.074074074074074,0.333333333333333,0.62962962962963,1
